932075166426894337	2021-06-21T23:51:28.000Z	1407124036337946627	Instead of going to the gym.. here we are about to stuff ourselves 🍝😋	{'place_id': '0fc2e8d1d5d4c020'}
1089675904765157378	2021-06-22T15:07:42.000Z	1407354617566990340	Went on a date with my Made last night. We had a good time per usual. 😊	{'place_id': '01e74c422dab6107'}
581397044	2021-06-22T10:43:40.000Z	1407288170492878849	Galveston county putting on a lightning ⚡️ show this morning on the way to the gym.  	{'place_id': 'cf3b45e29c2c319b'}
916657151103455232	2021-06-22T09:13:07.000Z	1407265381417377794	I been thinking about switching what time I go to the gym. Been thinking 0 to 0 am . I usually dont do that type of shit lol	{'place_id': '7543692056063d2f'}
739624569498173440	2021-06-22T04:47:30.000Z	1407198536517758978	Im taking my ass to the gym manaña !	{'place_id': '1c69a67ad480e1b1'}
1381027635585777666	2021-06-22T04:44:51.000Z	1407197869698961410	   I think so. He had a wedding planned on n Mexico. Got a free ride	{'place_id': '1c69a67ad480e1b1'}
32270247	2021-06-22T04:33:28.000Z	1407195004385300481	Shit a nigga could take me on a date to Pappadeauxs. They high as hell 😂 	{'place_id': '1c69a67ad480e1b1'}
967871878298660865	2021-06-22T02:28:15.000Z	1407163494894649346	Went to the gym gimme a cookie!!!	{'place_id': '1c69a67ad480e1b1'}
2686627056	2021-06-22T02:26:18.000Z	1407163001464033280	feels like i haven’t been to the gym in forever and it’s only been a weekend lol	{'place_id': '1c69a67ad480e1b1'}
1406231994065903616	2021-06-22T02:12:00.000Z	1407159406610071554	My cousin ona phone talkin bout her wedding date. The bitch single😭😭😭😭😭😭😭😂😂😂 “Naw ion like Sept. 0rd” girl WHET??!!!😭🤣	{'place_id': '1c69a67ad480e1b1'}
893617428	2021-06-22T01:48:10.000Z	1407153404884008960	I don’t know who needs to hear this but life is too short to be in a relationship unhappy regardless if you’re afraid to start over, they have your loyalty, you share a child together, etc. Everyone deserves a true shot at love & happiness. Go on a date & be open to new 🗣	{'place_id': '1c69a67ad480e1b1'}
1215841384395169794	2021-06-22T01:41:17.000Z	1407151676386127873	So ready for jonecia & jerm wedding.❤️	{'place_id': '1c69a67ad480e1b1'}
1215841384395169794	2021-06-22T01:41:01.000Z	1407151605829537792	All this food I been eating, lemme see if I can fit my wedding dress still🤣🤣🤣🤣	{'place_id': '1c69a67ad480e1b1'}
311667685	2021-06-22T01:33:39.000Z	1407149754702831618	Traveling the world together after a 0k wedding &gt;&gt;&gt; 	{'place_id': '1c69a67ad480e1b1'}
82717781	2021-06-22T00:57:54.000Z	1407140755538337792	Bout to cop a fake to go to the concert 💉🤷🏻‍♂️	{'place_id': '1c69a67ad480e1b1'}
555343920	2021-06-22T00:55:48.000Z	1407140228738031616	 U sho right imma get my ass up & head to the gym	{'place_id': '1c69a67ad480e1b1'}
555343920	2021-06-22T00:18:19.000Z	1407130793474990083	To stay home & relax or to go to the gym? 🤨	{'place_id': '1c69a67ad480e1b1'}
3018661293	2021-06-23T22:47:26.000Z	1407832700761804805	i been to the mall all this week🤦🏽‍♀️	{'place_id': '1c69a67ad480e1b1'}
41067753	2021-06-23T22:05:45.000Z	1407822207749926914	 Hozier- Take me to Church and Toadies-Possum Kingdom also come to mind.	{'place_id': '1c69a67ad480e1b1'}
1376021379573813253	2021-06-23T21:52:13.000Z	1407818801983406082	Did you go to the gym today? 👀	{'place_id': '1c69a67ad480e1b1'}
2444074326	2021-06-23T19:25:44.000Z	1407781938480492546	About to head to the mall real quick	{'place_id': '1c69a67ad480e1b1'}
43425164	2021-06-23T18:56:35.000Z	1407774606061191174	Think I wanna take myself on a date 😊	{'place_id': '1c69a67ad480e1b1'}
16938351	2021-06-23T18:34:56.000Z	1407769156762718215	Which one of these should I wear to my cousins wedding in September?? 	{'place_id': '1c69a67ad480e1b1'}
2574693673	2021-06-23T17:31:42.000Z	1407753241778065414	Note to self - do not go to the gym during lunch hours. Legit just spent 0 minutes driving in the LifeTimes garage just to head home.	{'place_id': '1c69a67ad480e1b1'}
845668064427491328	2021-06-23T16:04:13.000Z	1407731228623753220	i feel like shit 😞i need to go shopping	{'place_id': '1c69a67ad480e1b1'}
778361111871717376	2021-06-23T14:03:09.000Z	1407700758653542402	someone go w me to the movies friday😞	{'place_id': '1c69a67ad480e1b1'}
168976636	2021-06-23T13:26:11.000Z	1407691458258386945	Going to the gym in the AM is 0xs better than going in the PM	{'place_id': '1c69a67ad480e1b1'}
108010013	2021-06-23T12:13:23.000Z	1407673137177714695	It’s been a tough few weeks. So this little getaway/ girl trip/ wedding trip is sooo needed!  😭♥️	{'place_id': '1c69a67ad480e1b1'}
2821334828	2021-06-23T11:33:51.000Z	1407663187558797313	 is now one of the most successful product hawkers aliveA lot of Southern guys suck him off with words, constantly  Most people forget that he’s been in the TV industry since he was a kid He went to Anton LeVay‘s sons wedding (satanist) & was raised in SanFran 	{'place_id': '1c69a67ad480e1b1'}
1221969340263735296	2021-06-23T04:38:36.000Z	1407558684209725440	Normalize taking a nigga on a date to the graveyard 🪦 too show him where he’s gonna end up if he wanna play 🥰	{'place_id': '1c69a67ad480e1b1'}
1148316136209113088	2021-06-23T04:22:53.000Z	1407554730642059266	Since living in Texas I gotta play not a stain on me at my wedding reception 😭💀	{'place_id': '1c69a67ad480e1b1'}
120775881	2021-06-23T03:46:24.000Z	1407545547871985668	Lol I wish going to the gym was as easy as grabbing a beer 🙃🥴	{'place_id': '38d0e797745f4c5d'}
848065914721501184	2021-06-23T03:04:14.000Z	1407534939084558340	Actually made it to the gym but forgot my air pods :/	{'place_id': '3e82edc94d5c5ce1'}
1212966655376019456	2021-06-23T02:33:16.000Z	1407527145774239753	 You go to church faithfully?	{'place_id': '1c69a67ad480e1b1'}
909217164896256001	2021-06-23T02:16:43.000Z	1407522980310261763	Ok the members of urflames got married let's talk about it : if on your wedding day it is not all eyes on you or about you or about what and how you want it... is it a big deal ? Ladies???? 	{'place_id': '1c69a67ad480e1b1'}
1212966655376019456	2021-06-23T02:16:25.000Z	1407522902354841600	Do people still go to church in America?	{'place_id': '1c69a67ad480e1b1'}
1062797747596726272	2021-06-23T01:55:01.000Z	1407517519531888641	Going to the gym gotta wake up skinny tomorrow!!!     Isaiah: hmmm 🙄	{'place_id': '1c69a67ad480e1b1'}
755243657515573248	2021-06-23T01:23:18.000Z	1407509537343553537	i just got to the gym and realized i left my airpods in my work clothes OUR NAUR	{'place_id': '1c69a67ad480e1b1'}
2235150902	2021-06-23T01:10:07.000Z	1407506220378951680	Got invited to a wedding as someone’s plus one and i said no 🥲	{'place_id': '1c69a67ad480e1b1'}
1523385985	2021-06-23T01:08:39.000Z	1407505850072244226	“no eating out I’ll just make something at home ”The health in question: 	{'place_id': 'c484d6c5cd72beb0'}
1076894694997676034	2021-06-23T01:06:39.000Z	1407505346944454663	Marco: we need to stop eating out Also Marco: 	{'place_id': '7543692056063d2f'}
263036292	2021-06-25T23:33:01.000Z	1408568947377676291	I just got to the gym and forgot my earphones at home 😭😭Can the universe stop playing games with me? 	{'place_id': '1c69a67ad480e1b1'}
4786513213	2021-06-25T23:27:00.000Z	1408567433254686721	Propped my leg up and finished a video project today, Training clients in the morning even on this lamented ligament,Convinced my wife that I'll be fine helping coordinate a wedding Sunday, My problem is if I see a slither of a green light, I'm always gon go.	{'place_id': '1c69a67ad480e1b1'}
316826312	2021-06-25T18:42:47.000Z	1408495906048122889	When I go to the gym it’s really to be a healthy me and for mental health. I’ve always thought I looked good and was beautiful. I want to keep my body and health up cause it’s the temple my soul is in until other wise.	{'place_id': '1c69a67ad480e1b1'}
4596862338	2021-06-25T18:08:59.000Z	1408487401949913088	Thinking about the time I got grounded from going to the gym…😐 	{'place_id': '1c69a67ad480e1b1'}
333607322	2021-06-25T15:55:25.000Z	1408453786532777999	Can y’all help me get  to see this tweet so I can try to convince her to come my wedding! 💖😭	{'place_id': '1c69a67ad480e1b1'}
1391502990159327239	2021-06-25T15:42:53.000Z	1408450633057845254	With a high of 0° in Houston, it's a great weekend to BBQ!  	{'place_id': '1c69a67ad480e1b1'}
2255945058	2021-06-25T14:53:28.000Z	1408438196921307141	I wanna go to the gym today but I feel like shit rn ☹️	{'place_id': '1c69a67ad480e1b1'}
894620287387435008	2021-06-26T23:03:22.000Z	1408923874612453377	Little Saturday survey. You go on a date to a restaurant that you have a gift card for. The gift card take care of a large portion. Do you? Tip from the original amount or from the remaining balance?	{'place_id': '1c69a67ad480e1b1'}
908578419763404800	2021-06-26T22:09:34.000Z	1408910334690271232	If you ask me on a date  … have an idea , time , & place on where you taking me 😘 . Future reference	{'place_id': '1c69a67ad480e1b1'}
1877451307	2021-06-26T22:06:59.000Z	1408909684128505856	So hungry I cannot but so tired of eating out and have no food at the house 😫	{'place_id': '00a488ec567255f3'}
346752352	2021-06-26T19:03:42.000Z	1408863560831221761	Do yourself a favor and take yourself on a date.... You deserve it	{'place_id': '1c69a67ad480e1b1'}
1146337663944970240	2021-06-26T18:22:14.000Z	1408853124282990600	I’m so excited to go on a date with my gf later 🥺👉🏼👈🏼 I’m gonna hold her hand at an Asian market, wish me luck uwu	{'place_id': '1c69a67ad480e1b1'}
2523186314	2021-06-26T18:06:00.000Z	1408849039236472835	dragging myself to the gym	{'place_id': 'bcb210d6cf34438a'}
793918490931433472	2021-06-26T17:56:06.000Z	1408846546632855558	Bought groceries so I will be forced to not eat out next week. Lol	{'place_id': '1c69a67ad480e1b1'}
1404595409482354692	2021-06-26T16:24:06.000Z	1408823396113260555	Bouta cook breakfast, watch these last two episodes of  then off to the gym	{'place_id': '1c69a67ad480e1b1'}
67361068	2021-06-26T16:21:27.000Z	1408822726257741825	Doing my wedding guest list and all I can think about is how offended some people get when you tell them they can’t have a plus one 😂	{'place_id': '1c69a67ad480e1b1'}
1355151258	2021-06-26T15:52:19.000Z	1408815395943890952	Caught my bf looking at wedding rings… uh oh	{'place_id': '1c69a67ad480e1b1'}
81367147	2021-06-26T14:57:18.000Z	1408801551817269257	The wedding singer &gt;&gt;&gt;	{'place_id': '1c69a67ad480e1b1'}
3461203092	2021-06-26T14:04:28.000Z	1408788256033067008	I want to go shopping today. I need a shopping buddy.	{'place_id': '1c69a67ad480e1b1'}
703756337310625792	2021-06-26T13:55:13.000Z	1408785926369722369	I love going to the gym lmao takes my sadness away	{'place_id': '1c69a67ad480e1b1'}
904008750369050624	2021-06-26T13:55:00.000Z	1408785869947944961	A personal trainer I follow on tiktok said going to the gym isn’t about self-motivation, it’s about discipline. Went to the gym today so I hope he’s proud of me	{'place_id': '1c69a67ad480e1b1'}
929518267965890560	2021-06-26T05:09:22.000Z	1408653590114230273	if your kids don’t know how to act don’t bring them to the movies	{'place_id': '38d0e797745f4c5d'}
835405948755841025	2021-06-26T04:49:25.000Z	1408648570450976769	 Sunday Funday go to a party	{'place_id': '1c69a67ad480e1b1'}
408775181	2021-06-26T02:56:42.000Z	1408620207329976328	David and Patrick from schitts creek is seriously my favorite fake couple 😩😩😩😩😩😩 I cry every time during their wedding episode	{'place_id': '1c69a67ad480e1b1'}
171314035	2021-06-26T01:48:41.000Z	1408603090211770372	I haven’t been to the movies since 0 😭	{'place_id': '1c69a67ad480e1b1'}
42628857	2021-06-26T01:45:43.000Z	1408602341440475136	Mad cause I was supposed to go to the gym, but I decided to eat…a lot 😭	{'place_id': '1c69a67ad480e1b1'}
937790530506936320	2021-06-26T01:08:28.000Z	1408592968257257473	i really wish my bf and i would go to the movies this weekend like he promised	{'place_id': '1c69a67ad480e1b1'}
630182948	2021-06-26T01:01:00.000Z	1408591089246871555	Fuck a wedding ring, I bought a necklace.🥶	{'place_id': '1c69a67ad480e1b1'}
929851301877506048	2021-06-26T00:54:33.000Z	1408589465317216261	I be doing good not eating out, then here come one of my friends asking me go get food with them knowing im not go say no🌚	{'place_id': '1c69a67ad480e1b1'}
3396349263	2021-06-27T23:11:14.000Z	1409288238829916162	Can we talk about how wild the beginning of Soul Food was? Cause if my new husband was dancing all up on his ex at MY wedding reception…..lmaoooo we’d be planning the funeral next!	{'place_id': '1c69a67ad480e1b1'}
1374747423709532165	2021-06-27T21:14:31.000Z	1409258869692456964	 0. Major League 0. Wedding Crashers 0. The Hangover 0. Police Academy 0. Bull Durham	{'place_id': '1c69a67ad480e1b1'}
520989594	2021-06-27T20:51:48.000Z	1409253149488168964	Was blessed to have my  classmate, Rev. Michael Brown and his wife, my  classmate,  able to worship with me this morning. They are also celebrating their 0th wedding anniversary!! Thankful to God for them!! 	{'place_id': '07d9e5d1e3483002'}
117819087	2021-06-27T20:12:03.000Z	1409243148157653010	I want Auntie Anne’s but I don’t feel like going to the mall to get it	{'place_id': '1c69a67ad480e1b1'}
181258025	2021-06-27T20:08:50.000Z	1409242336937365510	I am SO tired.This can’t be the same body i used to bartend and cocktail waitress with til 0am then get up and go to church a few hours later.....	{'place_id': '7a41192a2879ee24'}
261732665	2021-06-27T17:58:13.000Z	1409209468341174277	glad i was able to make it to church before i went into work  😭🙏🏾	{'place_id': '1c69a67ad480e1b1'}
15181498	2021-06-27T16:41:10.000Z	1409190076958060547	Having brunch and understanding why people don’t always go to church Sunday mornings.	{'place_id': '38d0e797745f4c5d'}
2560008210	2021-06-27T15:57:59.000Z	1409179210153922560	      Ok Coach! I like that. I have never exercised b0 going to church. I’ll have to try it one day. Thanks for the inspiration. 💯	{'place_id': 'c3bf7e4412fa281d'}
181258025	2021-06-27T13:50:34.000Z	1409147143617761283	I don’t really consider myself a super shy person, but visiting new churches alone is one of the things i dislike most 😑 one of the things miss about SoCal is not having my girl friends to church hunt with me	{'place_id': '7a41192a2879ee24'}
796015572387528705	2021-06-27T12:55:39.000Z	1409133325457965061	 Soooo you're not going to church that's what you're saying	{'place_id': '1c69a67ad480e1b1'}
1686629870	2021-06-27T12:40:04.000Z	1409129400893939719	 Keep em coming! You and  inspired me.Today will be my first trip to the gym in 0 years!	{'place_id': '1c69a67ad480e1b1'}
4506498253	2021-06-27T08:31:47.000Z	1409066919043518466	My how to video…. Now I’m ready to make a large tray of   Where eating IN is the new eating OUT. 😉👨🏾‍🍳☺️ MUSIC IS NOT MINE… 	{'place_id': '1c69a67ad480e1b1'}
727957280197513217	2021-06-27T04:07:55.000Z	1409000517041364995	Going to the gym is literally the only highlight of my day	{'place_id': '7543692056063d2f'}
15181498	2021-06-27T03:19:44.000Z	1408988387848097797	Back in H-town for 0 hours! Here for my boy Aaron’s wedding tomorrow and then on a plane headed back to the PNW at 0am Monday.	{'place_id': '1c69a67ad480e1b1'}
3071382283	2021-06-27T03:10:33.000Z	1408986079865212929	Hell nah, just saw the fattest damn roaches inside whataburger that’s God telling me to take my ass home and not eat out cause I’m bored 😅😂	{'place_id': '00f2b6161655c5cc'}
3851539513	2021-06-27T02:53:28.000Z	1408981779311169537	Done being sad for now anyways ima look hot tomorrow so someone should take me out on a date 😌	{'place_id': '3e82edc94d5c5ce1'}
43903524	2021-06-27T02:51:03.000Z	1408981171707514882	Very special wedding in Houston tonight. @ Beckendorff Farms 	{'coordinates': {'type': 'Point', 'coordinates': [-95.86608625, 29.81291665]}, 'place_id': 'e0060cda70f5f341'}
729242972	2021-06-27T02:31:38.000Z	1408976286886895620	Went to a restaurant tonight where a sign on the door said the bar was open but the restaurant was not due to a labor shortage. Right next to the sign was a notice from the health dept saying it needed to be inspected so I'm not sure the labor shortage is their biggest problem.	{'place_id': '1c69a67ad480e1b1'}
2329228962	2021-06-27T02:07:34.000Z	1408970230060171276	Back to the Gym Grind	{'place_id': '3e82edc94d5c5ce1'}
306525869	2021-06-27T01:50:32.000Z	1408965940763582468	 Omari AND Jalani are in relationships and I have never been asked on a date or in a relationship. so don’t feel bad.	{'place_id': '1c69a67ad480e1b1'}
1051164909332037632	2021-06-27T00:23:16.000Z	1408943978578432009	She also marries her brother every night.The entire wedding is making sure that they both have on outfits and then they walk out of the room holding hands.Every night...that I dress him because that's just too much work.	{'place_id': '7543692056063d2f'}
