2020-09-28T23:54:01.000Z	1310729506156687360	how do you plan a wedding ? cause i’m going to need help 😅	{'place_id': 'c418b0c82daabc44'}
2020-09-28T05:04:00.000Z	1310445129149427714	Updated: Construction on  from Coney Island - Stillwell Av to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T05:04:00.000Z	1310445128281137152	Updated: Construction on  from Coney Island - Stillwell Av to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T05:03:57.000Z	1310445117979996160	Updated: Construction on  from Coney Island - Stillwell Av to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T05:03:56.000Z	1310445114691645442	Updated: Construction on  Both directions from Coney Island - Stillwell Av to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T04:59:12.000Z	1310443923391819776	Cleared: Incident on  from Coney Island - Stillwell Av to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T04:59:12.000Z	1310443922624307200	Cleared: Incident on  from Coney Island - Stillwell Av to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T04:59:12.000Z	1310443921852555269	Cleared: Incident on  from Coney Island - Stillwell Av to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T04:59:10.000Z	1310443915544330240	Cleared: Construction on  Both directions from Coney Island - Stillwell Av to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.981233, 40.577422]}, 'place_id': '011add077f4d2da3'}
2020-09-28T04:22:57.000Z	1310434801086853120	 They’re hard to eat out lol	{'place_id': '01a9a39529b27f36'}
2020-09-28T04:05:01.000Z	1310430284731617281	Can’t wait to get back to the gym I needs it after all this food I ate in PR 😂	{'place_id': '44453d2ae8e47fd5'}
2020-09-28T03:43:37.000Z	1310424900365176833	 I’m late to the party	{'place_id': '4a4c49cb161a4eb9'}
2020-09-28T02:53:44.000Z	1310412345475305476	Make up artist for my wedding booked!	{'place_id': 'b046074b1030a44d'}
2020-09-28T02:49:24.000Z	1310411256248053760	I just wish Florian would show a wee bit more emotion... it’s your wedding dude! His  face don’t show nothing! Well, her ying & his yang, I guess  	{'place_id': '00c39537733fa112'}
2020-09-28T01:59:13.000Z	1310398627907547136	Caleb said wedding. Oh my yessssssss	{'place_id': '011add077f4d2da3'}
2020-09-28T01:42:34.000Z	1310394436514385921	Well take us to church then...  	{'place_id': '011add077f4d2da3'}
2020-09-28T01:38:07.000Z	1310393317037834243	  I took money out for my daughters wedding and had to pay back 0k in taxes the following year 😢 why? he’s disgusting	{'place_id': 'dfa88de1ece1a505'}
2020-09-28T01:25:53.000Z	1310390237936390147	tomorrow im going back to the gym after taking a year off.	{'place_id': '00c39537733fa112'}
2020-09-28T01:25:13.000Z	1310390071162478592	 My sisters wedding vs. First week of covid0 to 0 	{'place_id': '00c39537733fa112'}
2020-09-28T01:02:00.000Z	1310384228379525123	 ur cute do u wanna go out on a date maybe	{'place_id': '01a9a39529b27f36'}
2020-09-28T00:57:19.000Z	1310383050107355136	That's why their angry. Explains it all, thats why they ruined her wedding. 	{'place_id': '011add077f4d2da3'}
2020-09-28T00:43:10.000Z	1310379490237968384	Fat is a delicacy in a lot of European countries... I went to a wedding in the Ukraine & that was the dessert!!! 🤢  	{'place_id': '00c39537733fa112'}
2020-09-28T00:39:26.000Z	1310378548381843456	Libby should  really  tell her family when their wrong. Andrei is far from perfect  but they disrespected  him so bad in his own country especially at his own wedding 	{'place_id': '011add077f4d2da3'}
2020-09-29T22:59:59.000Z	1311078297653174273	Staying Awake n Gone to church @ New York, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
2020-09-29T22:49:47.000Z	1311075732488155144	I haven’t gone to the gym in like 0 days I’m trippin	{'place_id': '00c39537733fa112'}
2020-09-29T21:36:51.000Z	1311057375454023691	The bridal party you wish you had 👸🏼✨       @ The Graycliff 	{'coordinates': {'type': 'Point', 'coordinates': [-74.05338212, 40.83429074]}, 'place_id': '4244555da048ffbf'}
2020-09-29T21:36:49.000Z	1311057366981410816	Feeling a weird sense of excitement about the debates tonight akin to when I’m about to go on a date with a guy after having already been repeatedly disappointed by him in the past but we’ll see!!!	{'place_id': '01a9a39529b27f36'}
2020-09-29T21:11:26.000Z	1311050981250039809	 I kinda also wanna go to a bar 😭	{'place_id': '011add077f4d2da3'}
2020-09-29T21:08:17.000Z	1311050186005925893	Sent champagne to my friends timed to their arrival at the resort for their wedding this week. Surprises for other people are my faveee.   👰🏾💍🤵🏾🥰🥰	{'place_id': '011add077f4d2da3'}
2020-09-29T19:54:00.000Z	1311031495608471552	I need the voice of Gaara to speak at my wedding. Such a calming voice lol	{'place_id': 'b046074b1030a44d'}
2020-09-29T19:52:34.000Z	1311031133287731201	Yea I’m bout to start goin to the gym. Mask me out shanty	{'place_id': 'e4faa50d904ab815'}
2020-09-29T19:01:02.000Z	1311018163736317952	What’s cool about covid is I can’t walk I to a bar In brooklyn and hear the debate blasting on full volume with like 0-0 screens playing it. Such a nightmare that is gone	{'place_id': '011add077f4d2da3'}
2020-09-29T18:43:35.000Z	1311013773436739590	 You taking me on a date?	{'place_id': '44453d2ae8e47fd5'}
2020-09-29T18:28:46.000Z	1311010041860894720	 0% and NY. Working from home, but haven’t missed a beat. Have been traveling intermittently. Eating out feels normal (outdoors only but indoor expected in next few days). Bars still closed, no large gatherings, and only seeing friends in small groups make up the remaining 0%.	{'place_id': '01a9a39529b27f36'}
2020-09-29T17:49:04.000Z	1311000054145183744	Was a decent flick. One of the last ones I saw when going to the movies was a thing. 	{'place_id': '001fe4010762701b'}
2020-09-29T16:56:05.000Z	1310986720645656576	 yes!! this sends a strong and necessary message to the party🙌	{'place_id': '00c39537733fa112'}
2020-09-29T16:53:19.000Z	1310986022180839425	Meetup?📍	{'place_id': '01a9a39529b27f36'}
2020-09-29T16:37:12.000Z	1310981966418907137	Happy 0th anniversary Fabian and Maria!        @ Tapas De Espana 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00661314, 40.80213653]}, 'place_id': '00ca6959663f6d44'}
2020-09-29T16:04:22.000Z	1310973703182864386	Who pussy can I eat out of these panties 	{'place_id': 'fa3435044b52ecc7'}
2020-09-29T15:44:35.000Z	1310968725470957572	Special Thx To  For The  Feature.               ◾️  ◾️   	{'place_id': 'a64b09ad02cb5c61'}
2020-09-29T15:41:59.000Z	1310968071889326081	why would u choose dealing with your man over your best friends wedding......	{'place_id': '011add077f4d2da3'}
2020-09-29T14:53:56.000Z	1310955980109295619	I wish ya could see the way I’m dragging my ass to the gym right now lmfaooo	{'place_id': '00c39537733fa112'}
2020-09-29T14:35:38.000Z	1310951372414648329	Eat out dolo at a 0 star restaurant &gt;&gt;&gt;&gt;&gt;&gt;	{'place_id': '00c39537733fa112'}
2020-09-29T14:35:02.000Z	1310951222015295489	eating out dolo &gt;&gt;&gt;&gt;&gt;	{'place_id': '00c39537733fa112'}
2020-09-29T13:45:40.000Z	1310938799392911368	On Saturday (our 0th wedding anniversary) we received a surprise package, and only after much sleuthing were we able to determine it had come from my Dad...Here's a cute video husband George Karabotsos put together of our excitement... 	{'place_id': '011add077f4d2da3'}
2020-09-29T13:03:23.000Z	1310928159341244416	Talking stage 0 months Relationship 0 yearsEngagement 0 yearPlan wedding 0 monthsGet divorced 	{'place_id': '002e24c6736f069d'}
2020-09-29T12:51:57.000Z	1310925282572992518	Off to the gym I go!	{'place_id': 'b046074b1030a44d'}
2020-09-29T12:25:40.000Z	1310918666188357634	What age do you let your child decide if they want to continue to go to church or not. Or do they even have a choice?	{'place_id': '27485069891a7938'}
2020-09-29T11:37:07.000Z	1310906448260538369	maybe today is the day i get hit by a taxi on the way to the gym	{'place_id': '01a9a39529b27f36'}
2020-09-29T11:00:29.000Z	1310897228278530049	Carol and Greg's Winter Woodend Sanctuary MD Wedding  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
2020-09-29T08:29:39.000Z	1310859269898731520	Milk Marie is a wedding song 	{'place_id': '01a9a39529b27f36'}
2020-09-29T06:34:27.000Z	1310830279729336321	The end of an era. I got the tie I wore to ’s wedding and the pocket square I wore to ’s wedding from  In fact, many of the more formal events I attended, I got those accessories at Century 0. I will miss this place. Darn you economy! 	{'place_id': '011add077f4d2da3'}
2020-09-29T04:34:43.000Z	1310800148491108352	 Will legit spend hella money on a ring & wedding, just to be single.... I don’t get it 	{'place_id': '011add077f4d2da3'}
2020-09-29T04:05:34.000Z	1310792810531033089	 I know I’m late to the party but, man, this is hilarious. lol	{'place_id': '011add077f4d2da3'}
2020-09-29T03:01:01.000Z	1310776565840728065	Itching to go shopping for more shoes	{'place_id': 'b74cebcb62a1a686'}
2020-09-29T02:55:20.000Z	1310775137806024704	My best friends wedding is top tier ROM COM MATERIAL and those are just facts. 	{'place_id': '00504a961360c1a2'}
2020-09-29T02:53:36.000Z	1310774700256133120	 Oh, and I also like Stayman Winesaps. Crunchy, tart, juicy, good for baking and eating out of hand.	{'place_id': 'b046074b1030a44d'}
2020-09-29T02:48:59.000Z	1310773540384387073	Joan was acting like the worst friend ever during Toni’s wedding weekend. Like girl, stop being so desperate, pathetic and jealous about marriage. Yuck.	{'place_id': '01a9a39529b27f36'}
2020-09-29T02:42:23.000Z	1310771879209242625	I long for the times when I complained about going to your wedding. 	{'place_id': '01a9a39529b27f36'}
2020-09-29T02:41:44.000Z	1310771714004054018	“Going to church doesn’t make you Christian , like how going to Taco Bell doesn’t make u a taco”	{'place_id': '011add077f4d2da3'}
2020-09-29T02:40:34.000Z	1310771420847394817	I dead wanted to take a man on a date this month but these niggas ain’t even worth a red lobster dinner Smh	{'place_id': '00c55f041e27dc51'}
2020-09-29T02:12:59.000Z	1310764479181979648	Anybody else have to go to church youth group after a full day of school & sports or were you normal?	{'place_id': '00c39537733fa112'}
2020-09-29T01:50:09.000Z	1310758733270732800	 I think crab cakes I think of that scene in “Wedding Crashers” LoL	{'place_id': '011add077f4d2da3'}
2020-09-29T01:46:39.000Z	1310757850952724480	  * we can have a party. it’s enough love to spread around. ☺️🤗🤗🤗🤗	{'place_id': 'edd2aa964fa61ec9'}
2020-09-29T01:44:29.000Z	1310757309275136001	  asked me like two weeks ago but unfortunately I have a wedding.	{'place_id': 'b46619b2722d9703'}
2020-09-29T01:29:30.000Z	1310753535173296129	oomf is so fine and I want to ask him out on a date 🥴	{'place_id': '002e24c6736f069d'}
2020-09-29T01:07:50.000Z	1310748083706265606	That bill at waterside yesterday was expensive. I’m not going out on a date until November lmaooo poor Aneudy 😫	{'place_id': '23a06e5cc6d83009'}
2020-09-29T01:01:52.000Z	1310746582946586625	On a date kinda nervous.... 🥺🥺🥺 	{'place_id': '01a9a39529b27f36'}
2020-09-29T00:39:20.000Z	1310740912000114689	I really love ya guys I must because I’m watching the nfl game but ya are way more important to me than some football 🏈 game! Food brings folks together. Feasts, special; wedding graduation birthday Look how Much They’ve grown! Dios mio y tan inteligente La Niña. Aromas =memory	{'place_id': '002e24c6736f069d'}
2020-09-29T00:22:08.000Z	1310736583998480386	Just started Chicago Med season 0 on  IMDBtv. It is very witty and well written. Makes more sense to start from the beginning, my first live episode was Will and Natalie's wedding and I was very confused. 	{'place_id': 'a40c7aae22398af1'}
2020-09-29T00:17:15.000Z	1310735355067404288	If anybody’s interested, I am feening for hibachi I will take you on a date sometime this week idc who you are	{'place_id': '00c55f041e27dc51'}
2020-09-29T00:07:31.000Z	1310732906529198088	I know I’m late to the party here, but if you are looking for inspiration, check this out!  ’s America is a triumph.    	{'place_id': '0101ced056bbbe46'}
2020-09-30T23:55:27.000Z	1311454643126439936	 Yes.... I am your  and I have the  if you go out on a date with me you will regain all that has been lost  I continue...😎👍🏿	{'place_id': '10d2f6857b8ac152'}
2020-09-30T23:08:26.000Z	1311442813628932103	My mom and her friends on my wedding day !  	{'place_id': '002e24c6736f069d'}
2020-09-30T23:05:20.000Z	1311442034050379777	I know  is probably a shit movie but I don’t care. The movie theater is my happy place and I’m just happy to finally be back in my happy place cuz this is the longest time I’ve gone without going to the movies since I was a child (plus I like shitty movies so 🤷‍♂️)	{'place_id': 'b046074b1030a44d'}
2020-09-30T22:47:35.000Z	1311437565627686917	Been busy w/ wedding planning & haven’t been too active on here lately.  Wedding is 0/0 & today my venue reduced my guest list to 0 ppl!  These Covid restrictions suck!Needless to say, when I do post, I’m putting in the work, just tweets have been slower these days.  -BFP	{'place_id': 'ca9ec2cf795362f4'}
2020-09-30T22:32:12.000Z	1311433695795044352	 it’s okay you can be apart of my wedding party LMAO😭just like my sweet	{'place_id': 'fa3435044b52ecc7'}
2020-09-30T22:21:54.000Z	1311431103711006720	Tiffany Evans said FUCK A PROMISE RING... She working on a wedding ring! 🔥🔥🔥 	{'place_id': '011add077f4d2da3'}
2020-09-30T22:10:27.000Z	1311428219267145731	 Not sure why I went right to movies, but Avatar... and what could be more different — My Big Fat Greek Wedding 🤷🏼‍♂️	{'place_id': '01a9a39529b27f36'}
2020-09-30T21:50:07.000Z	1311423103130636301	PRE-CRAWL MEETUP  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0081429, 40.7140217]}}
2020-09-30T21:43:23.000Z	1311421407956533248	Take your scared ass to church with that sissy talk💯😂🍻🇿🇲 	{'place_id': '6ea95c38a0f6ebfe'}
2020-09-30T21:42:24.000Z	1311421161297924101	Me: but I’m brokeMy cousin: anyway, flights are $0. Get it now because you HAVE to be at the weddingMe: but... I’m bro- My cousin: PUES PONTE A CHAPIAR PERO LLEGA 🙄	{'place_id': '002e24c6736f069d'}
2020-09-30T21:40:06.000Z	1311420583670882304	PRE-CRAWL MEETUP  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0081429, 40.7140217]}}
2020-09-30T21:10:16.000Z	1311413074512019461	I asked someone I was on a date with how they get their news which also happens to be a question I ask every fellowship candidate ☝️	{'place_id': '011add077f4d2da3'}
2020-09-30T20:47:03.000Z	1311407233113223176	Going shopping 💵💰🏧🖕🌹🇹🇹📲💸 	{'place_id': '00c39537733fa112'}
2020-09-30T19:52:28.000Z	1311393495169589248	 I still feel weird knowing I went to the movies last week in another state...Pure empty. 	{'place_id': '011add077f4d2da3'}
2020-09-30T19:50:23.000Z	1311392969203896321	Accidentally part of some random wedding. Do you think they’ll invite us to the reception? 	{'place_id': '27485069891a7938'}
2020-09-30T19:39:53.000Z	1311390329002696706	Toni just called Dr.Too Little a “cheap Bastard” because he ain’t want to get her a helicopter to leave the $0,0 a NIGHT home she’s staying in for the Wedding he’s paying for. Nah the girls are giving me a headache this season.	{'place_id': '16ff60eaacd70320'}
2020-09-30T19:36:04.000Z	1311389369127895040	That’s why she uninvited to wedding. Bitter ass judge Judy ass.😂🤝	{'place_id': '16ff60eaacd70320'}
2020-09-30T19:28:32.000Z	1311387474028044290	Booked my ticket for my god sissy   Wedding !  🎊💍👰🏾	{'place_id': '011add077f4d2da3'}
2020-09-30T19:28:29.000Z	1311387458450395139	Okay I need a date for a wedding 🙃	{'place_id': '002e24c6736f069d'}
2020-09-30T19:08:12.000Z	1311382353995071489	I remember going to the gym like last year with  and clearing 0 on the bench regularly and all these other feats involving the chest, arms, abs, back, legs etcI can barely handle my body weight right now with how my leg isSo much motivation to get back to form	{'place_id': '01a9a39529b27f36'}
2020-09-30T18:56:41.000Z	1311379458595655690	Anyways happy wednesday! im gonn go to the gym today	{'place_id': '980e30571d9d5f5d'}
2020-09-30T18:42:32.000Z	1311375897950289925	 i’m doing to a dog wedding next month	{'place_id': '011add077f4d2da3'}
2020-09-30T18:26:19.000Z	1311371816720625664	Guess I gotta return that wedding ring I got for 	{'place_id': '011add077f4d2da3'}
2020-09-30T18:11:50.000Z	1311368171073478656	 Because you do squats literally every time you go to the gym you buffoon	{'place_id': '00c39537733fa112'}
2020-09-30T17:24:23.000Z	1311356227956465667	Going shopping because im sad & it makes me happy 😭	{'place_id': '00c55f041e27dc51'}
2020-09-30T16:55:59.000Z	1311349080493350919	The only professional pics I have are from my wedding so they're all in my one bright blue suit and bowtie	{'place_id': '00c39537733fa112'}
2020-09-30T16:40:25.000Z	1311345165282537481	Going to the mall by yourself is way better I swear	{'place_id': '858cec499f8adba6'}
2020-09-30T16:20:16.000Z	1311340093047812096	I am not going to the gym tonight going tomorrow night  🙃	{'place_id': 'c735e25ad03113d5'}
2020-09-30T16:09:20.000Z	1311337343325007873	One of my patients today brought me a wedding gift in and said “thank you for being such a bright light in my life” 😭❤️ I cried like a baby 😂. It is so beautiful to experience such kindness. I hope everyone has a beautiful day today. 🥰❤️ 	{'place_id': '01a9a39529b27f36'}
2020-09-30T15:40:16.000Z	1311330027120848896	Back to the gym today tho	{'place_id': '01a9a39529b27f36'}
2020-09-30T15:24:16.000Z	1311326000236630018	Loll I really came to the mall before work	{'place_id': '24661d47b426cdac'}
2020-09-30T14:56:15.000Z	1311318948584083456	Wonderful Wagner Wednesday Wedding March 0 With Wonderful Josie Bissett  	{'place_id': '0ae73f36fd07fca0'}
2020-09-30T14:35:15.000Z	1311313664948023301	Sometimes you just gotta laugh.      @ Astoria Park 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.92094955, 40.78024897]}}
2020-09-30T14:15:50.000Z	1311308777883398144	I would literally do anything for corona to not ruin more wedding things for me 😞 please.	{'place_id': '011add077f4d2da3'}
2020-09-30T14:07:58.000Z	1311306797706293249	 September is take a man on a date month. 😫😫	{'place_id': '00c55f041e27dc51'}
2020-09-30T13:57:27.000Z	1311304153277267968	Ok fellas....it’s the last day in September, if a chick didn’t take you on a date this month...u just ain’t it 🤣🤷🏽‍♀️	{'place_id': '00c55f041e27dc51'}
2020-09-30T13:05:45.000Z	1311291140612784129	My wedding is in 0 days 😩😍🥳	{'place_id': '002e24c6736f069d'}
2020-09-30T12:59:47.000Z	1311289638800306176	Really want to start going to the gym again. ( comeback🥺) Trying to motivate myself!!!	{'place_id': '00c39537733fa112'}
2020-09-30T12:35:39.000Z	1311283565158633474	I woke up so up so  today and nobody wants to do a 😴😩😩you guys suck     	{'place_id': '01a9a39529b27f36'}
2020-09-30T09:27:27.000Z	1311236206521442304	Ugh I want to go to the gym but with the recent spike in cases it’s probably not a great idea.	{'place_id': '011add077f4d2da3'}
2020-09-30T06:18:18.000Z	1311188602186084359	 I smoked with them after a show once and then we drove Kyle to a bar in Philly lol	{'place_id': '01a9a39529b27f36'}
2020-09-30T05:09:48.000Z	1311171367207927813	A joke I went to my sister's wedding and on the wedding day my aunt picked me up from my hotel. As she saw me she said Mr. Vaughan you should not have I said what overshadow the husband. 😂😂 anyhow you are you and it's expected.	{'place_id': '011add077f4d2da3'}
2020-09-30T04:55:43.000Z	1311167819132948481	My Honorable mentions; Pyramids, Novacane, Bad Religion, Cayendo, American Wedding, Lovecrimes, Pink + White, & Natural Feels	{'place_id': '00c39537733fa112'}
2020-09-30T04:40:17.000Z	1311163935429734406	this classist discussion with joan surrounding mayas wedding is still very relevant today.	{'place_id': '01a9a39529b27f36'}
2020-09-30T03:15:57.000Z	1311142714138918912	Got DevOps questions? Join a pop-up Ask Me Anything (AMA) session with Jay Gordon ( Cloud Advocate at Microsoft. Ask questions. Earn swag. Mark your calendar and join directly on Oct 0st @ 0pm ET at:  	{'place_id': '011add077f4d2da3'}
2020-09-30T03:13:55.000Z	1311142203813769216	 I'm happy and sad we couldn'😢t have a wedding but there be together .	{'place_id': '00c55f041e27dc51'}
2020-09-30T03:13:02.000Z	1311141977837252609	somebody take me on a date tomorrow I’m trying to see what the hype about .	{'place_id': 'b046074b1030a44d'}
2020-09-30T03:01:52.000Z	1311139170115559424	This movie would have you believe that the manager of an American sneaker factory in 0 would be able to afford a house big enough to comfortably host a 0-person wedding reception in the California suburbs.	{'place_id': '011add077f4d2da3'}
2020-09-30T02:42:11.000Z	1311134216495734784	I’m gonna be upset if I go on a date with a man and he’s wearing comfortable sneakers while I’m in heels lmao.	{'place_id': '002e24c6736f069d'}
2020-09-30T02:36:17.000Z	1311132731623997442	The  fan in me couldn't resist donning a lookalike tiara at my first wedding dress appointment! Meanwhile, the search continues.. 👰💍❤   	{'place_id': '0fc2699cbe542001'}
2020-09-30T02:16:16.000Z	1311127694168535040	(Note nothing in this tweet has to do with service to the American people as a whole, only to those most committed to the party + donors)	{'place_id': '01a9a39529b27f36'}
2020-09-30T02:11:14.000Z	1311126428411408386	"I feel sorry for anyone playing a drinking game with ""Mr President please"" as a que for a drink. Alcohol poisoning is on the table if you are."	{'place_id': '011add077f4d2da3'}
2020-09-30T01:59:49.000Z	1311123555246116873	This debate has made me: 0) start buying stuff I don’t need on amazon 0) contemplate something to bbq/smoke/braise 0) flip between a golf tourney from 0 years ago, the movie 0, and an interview between  and 	{'place_id': '54719aecdeecbbe8'}
2020-09-30T01:57:12.000Z	1311122895322656768	 Come down for a drink then.	{'place_id': 'd9da081322efe6e7'}
